id,emp,comp,lastratingdate,left,rating,no_of_ratings,avg_rating,no_of_remarks,avg_remark_length,last,diff_days,month,year,company_id,company_reputation,support,oppose,rem_sup_type,rem_opp_type,last_2_months,last_6_months,last_12_months,num_ratings_2,num_ratings_6
254,308,bnivzbfi,2017-02-16,0,2,205,2.7073170731707314,142,28.014084507042252,2017-12-03,290.0,2,2017,6,0.0661764705882353,23,119,101.42288557213932,10.1044776119403,2.25,2.4166666666666665,2.5396825396825395,4,12
4155,192,ydqdpmvi,2017-03-20,0,3,209,2.478468899521531,42,236.33333333333331,2017-12-03,258.0,3,2017,16,0.07453416149068323,2,40,285.62812872467225,21.10369487485101,3.0,2.6875,2.6236559139784945,5,16
2385,157,rcwkfavv,2016-09-28,1,2,6,3.1666666666666665,0,0.0,2017-12-03,431.0,9,2016,7,0.10465116279069768,0,0,-100.0,-100.0,3.1666666666666665,3.1666666666666665,3.1666666666666665,6,6
4136,168,ydqdpmvi,2016-09-08,1,3,2,3.0,1,199.0,2017-12-03,451.0,9,2016,16,0.07453416149068323,0,1,-100.0,-100.0,3.0,3.0,3.0,1,2
3071,52,lgqwnfsg,2017-02-17,1,4,4,3.25,0,0.0,2017-12-03,289.0,2,2017,28,0.11363636363636365,0,0,-100.0,-100.0,3.0,3.0,3.25,1,2
3094,22,siexkzzo,2017-03-17,0,3,71,3.084507042253522,14,102.28571428571428,2017-12-03,261.0,3,2017,15,0.02631578947368421,0,14,243.60674157303367,9.932584269662922,3.0,3.0,3.0,1,4
4135,165,ydqdpmvi,2016-12-10,1,3,77,3.168831168831169,0,0.0,2017-12-03,358.0,12,2016,16,0.07453416149068323,0,0,-100.0,-100.0,3.6,3.25,3.168831168831169,5,60
3716,60,spfcrgea,2016-01-30,0,1,2,2.0,2,1.0,2017-12-03,673.0,1,2016,12,0.07407407407407407,0,2,-100.0,-100.0,2.0,2.0,2.0,2,2
4759,612,wsmblohy,2017-03-20,0,3,14,3.2142857142857144,14,73.42857142857143,2017-12-03,258.0,3,2017,4,0.18055555555555555,0,14,123.77777777777777,26.87581699346405,4.0,3.2,3.2142857142857144,2,5
2742,2,pfmjacpm,2017-06-03,0,3,1,3.0,0,0.0,2017-12-03,183.0,6,2017,33,0.0,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
2714,352,ujplihug,2017-02-01,1,3,174,3.1436781609195403,16,61.75,2017-12-03,305.0,2,2017,5,0.1933701657458564,1,15,327.7173913043478,17.97826086956522,3.1818181818181817,3.2105263157894735,3.1538461538461537,22,114
2529,10,ujplihug,2017-03-20,0,2,111,2.144144144144144,12,122.5,2017-12-03,258.0,3,2017,5,0.1933701657458564,3,9,164.5149253731343,33.88805970149254,2.0,2.0,2.0,4,9
3931,269,bhqczwkj,2017-09-01,0,3,2,3.0,4,91.0,2017-12-03,93.0,9,2017,10,0.03211009174311927,2,2,-100.0,-100.0,3.0,3.0,3.0,1,1
3340,359,siexkzzo,2017-03-16,0,3,25,3.0,10,227.8,2017-12-03,262.0,3,2017,15,0.02631578947368421,3,7,120.05,146.95,3.0,3.0,2.9090909090909087,4,8
1202,134,iqdwmigj,2017-07-02,0,3,3,3.333333333333333,6,27.0,2017-12-03,154.0,7,2017,19,0.03669724770642202,2,4,0.0,559.0,3.0,3.0,3.0,1,2
3797,103,bhqczwkj,2017-03-20,0,3,35,3.085714285714286,50,131.64,2017-12-03,258.0,3,2017,10,0.03211009174311927,10,40,122.24,7.68,2.75,3.0,3.09375,4,7
2202,890,phcvroct,2016-06-27,0,3,3,3.333333333333333,0,0.0,2017-12-03,524.0,6,2016,1,0.4883227176220807,0,0,70.5,0.0,3.333333333333333,3.333333333333333,3.333333333333333,3,3
1911,251,phcvroct,2015-06-24,1,4,6,3.6666666666666665,0,0.0,2017-12-03,893.0,6,2015,1,0.4883227176220807,0,0,-100.0,-100.0,4.0,3.6666666666666665,3.6666666666666665,1,6
924,108,ewpvmfbc,2016-11-10,0,3,8,3.0,6,53.66666666666666,2017-12-03,388.0,11,2016,3,0.06299212598425198,2,4,61.6,3.8,3.5,3.0,3.0,2,5
4575,199,wsmblohy,2017-02-24,1,3,2,3.0,0,0.0,2017-12-03,282.0,2,2017,4,0.18055555555555555,0,0,-100.0,-100.0,3.0,3.0,3.0,2,2
2769,17,ylpksopb,2016-07-26,0,4,2,3.5,2,46.0,2017-12-03,495.0,7,2016,21,0.18867924528301888,0,2,-100.0,-100.0,3.0,3.5,3.5,1,2
287,359,bnivzbfi,2017-03-20,0,4,113,3.9823008849557517,24,66.58333333333333,2017-12-03,258.0,3,2017,6,0.0661764705882353,0,24,147.06666666666666,0.0,4.0,4.0,4.0,5,17
1404,164,ugldwwzf,2017-01-31,0,3,3,3.0,0,0.0,2017-12-03,306.0,1,2017,17,0.14912280701754385,0,0,53.0,0.0,3.0,3.0,3.0,3,3
3423,58,fqsozvpv,2017-03-15,0,-1,1,4.0,0,0.0,2017-12-03,263.0,3,2017,22,0.0,0,0,48.5,0.0,4.0,4.0,4.0,1,1
2039,484,phcvroct,2017-02-24,1,3,51,3.0588235294117645,0,0.0,2017-12-03,282.0,2,2017,1,0.4883227176220807,0,0,178.64,0.6933333333333334,3.0,3.0,3.0909090909090913,2,3
3347,366,siexkzzo,2016-06-24,0,3,6,2.1666666666666665,8,35.75,2017-12-03,527.0,6,2016,15,0.02631578947368421,2,6,131.26315789473685,15.894736842105265,2.1666666666666665,2.1666666666666665,2.1666666666666665,6,6
23,13,bnivzbfi,2017-03-20,0,1,76,2.5921052631578947,86,66.27906976744185,2017-12-03,258.0,3,2017,6,0.0661764705882353,1,85,126.83720930232558,35.983388704318926,3.0,2.6666666666666665,2.4074074074074074,1,3
3549,168,vwcdylha,2016-11-18,0,2,12,2.75,20,53.8,2017-12-03,380.0,11,2016,24,0.07017543859649122,3,17,108.66666666666669,0.0,1.5,2.0,2.75,2,4
4315,189,jblrepyr,2017-03-19,0,4,143,3.2867132867132867,22,37.27272727272727,2017-12-03,259.0,3,2017,2,0.0,1,21,114.40506329113924,35.91772151898734,3.75,3.9090909090909087,3.4743589743589745,4,11
2851,14,oqvaqcak,2016-05-30,0,3,1,3.0,0,0.0,2017-12-03,552.0,5,2016,35,0.0,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
2314,62,rcwkfavv,2017-03-20,0,4,147,3.741496598639456,10,266.4,2017-12-03,258.0,3,2017,7,0.10465116279069768,1,9,194.34722222222226,12.645833333333336,4.0,3.933333333333333,3.9268292682926833,5,15
2579,92,ujplihug,2017-03-20,0,3,134,2.992537313432836,4,74.5,2017-12-03,258.0,3,2017,5,0.1933701657458564,0,4,232.80689655172412,10.551724137931034,3.0,3.0,2.9855072463768115,4,10
2388,161,rcwkfavv,2017-03-20,0,4,164,3.7865853658536586,44,104.0,2017-12-03,258.0,3,2017,7,0.10465116279069768,2,42,115.86354775828458,4.9027237354085615,4.0,3.8,3.819277108433735,5,15
1551,42,phcvroct,2016-09-02,1,4,94,3.372340425531915,0,0.0,2017-12-03,457.0,9,2016,1,0.4883227176220807,0,0,-100.0,-100.0,3.5,3.5,3.625,2,4
3301,300,siexkzzo,2016-01-07,0,3,4,3.25,2,63.0,2017-12-03,696.0,1,2016,15,0.02631578947368421,1,1,284.5,0.0,3.333333333333333,3.25,3.25,3,4
3032,7,lgqwnfsg,2017-09-01,0,3,9,3.111111111111111,8,28.75,2017-12-03,93.0,9,2017,28,0.11363636363636365,3,5,72.0,0.0,3.0,2.6666666666666665,3.111111111111111,1,3
4526,118,wsmblohy,2017-02-23,0,3,2,2.5,3,141.66666666666666,2017-12-03,283.0,2,2017,4,0.18055555555555555,1,2,143.0,0.0,2.5,2.5,2.5,2,2
2008,427,phcvroct,2016-03-28,1,3,160,3.41875,114,64.96491228070175,2017-12-03,615.0,3,2016,1,0.4883227176220807,16,98,98.79310344827586,4.965517241379311,4.0,3.4,3.5,2,5
460,48,yodaczsb,2017-06-02,0,3,43,3.2790697674418605,56,47.57142857142857,2017-12-03,184.0,6,2017,14,0.7808988764044944,10,46,72.20454545454545,20.704545454545453,3.0,3.333333333333333,3.0,1,6
2439,226,rcwkfavv,2016-01-11,1,4,6,3.6666666666666665,0,0.0,2017-12-03,692.0,1,2016,7,0.10465116279069768,0,0,-100.0,-100.0,3.5,3.6,3.6666666666666665,4,5
2002,414,phcvroct,2015-07-16,1,3,9,2.888888888888889,0,0.0,2017-12-03,871.0,7,2015,1,0.4883227176220807,0,0,-100.0,-100.0,3.0,2.888888888888889,2.888888888888889,1,9
3351,373,siexkzzo,2017-03-20,0,3,120,3.325,20,120.9,2017-12-03,258.0,3,2017,15,0.02631578947368421,1,19,130.8469387755102,109.8877551020408,3.6666666666666665,3.4444444444444446,3.345454545454545,3,9
4014,28,ydqdpmvi,2017-03-20,0,4,204,3.9166666666666665,70,67.48571428571428,2017-12-03,258.0,3,2017,16,0.07453416149068323,10,60,237.35483870967738,8.397849462365592,4.0,4.0,3.984375,5,11
4668,414,wsmblohy,2017-02-03,1,2,4,2.25,0,0.0,2017-12-03,303.0,2,2017,4,0.18055555555555555,0,0,-100.0,-100.0,2.25,2.25,2.25,4,4
1565,49,phcvroct,2016-08-11,0,3,1,3.0,0,0.0,2017-12-03,479.0,8,2016,1,0.4883227176220807,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
521,80,yodaczsb,2017-01-16,1,3,39,3.5128205128205128,0,0.0,2017-12-03,321.0,1,2017,14,0.7808988764044944,0,0,-100.0,-100.0,3.3,3.633333333333333,3.5263157894736836,10,30
2116,656,phcvroct,2016-05-09,1,3,1,3.0,0,0.0,2017-12-03,573.0,5,2016,1,0.4883227176220807,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
3597,24,ojidyfnn,2016-06-13,0,4,19,3.684210526315789,18,44.0,2017-12-03,538.0,6,2016,29,0.017543859649122806,1,17,81.22448979591837,11.989795918367347,3.5,3.7142857142857135,3.684210526315789,2,7
2427,209,rcwkfavv,2016-12-19,0,2,6,2.833333333333333,0,0.0,2017-12-03,349.0,12,2016,7,0.10465116279069768,0,0,-100.0,-100.0,2.5,2.8,2.833333333333333,2,5
4390,30,rcyiinms,2017-06-03,0,4,12,3.5,18,104.55555555555556,2017-12-03,183.0,6,2017,30,0.0,2,16,124.82608695652172,0.0,3.0,3.333333333333333,3.5454545454545454,2,3
1309,28,ugldwwzf,2016-10-24,1,2,53,3.3396226415094334,0,0.0,2017-12-03,405.0,10,2016,17,0.14912280701754385,0,0,-100.0,-100.0,3.5,3.4761904761904763,3.3396226415094334,12,42
4523,102,wsmblohy,2017-01-03,1,2,1,2.0,0,0.0,2017-12-03,334.0,1,2017,4,0.18055555555555555,0,0,-100.0,-100.0,2.0,2.0,2.0,1,1
169,198,bnivzbfi,2017-03-18,0,4,21,3.6666666666666665,14,35.42857142857143,2017-12-03,260.0,3,2017,6,0.0661764705882353,1,13,48.07142857142857,12.714285714285715,4.0,4.0,3.571428571428572,1,1
3713,57,spfcrgea,2016-01-30,0,1,2,2.5,2,4.0,2017-12-03,673.0,1,2016,12,0.07407407407407407,1,1,-100.0,-100.0,2.5,2.5,2.5,2,2
3856,183,bhqczwkj,2017-02-03,0,3,6,3.0,2,19.0,2017-12-03,303.0,2,2017,10,0.03211009174311927,1,1,133.0,0.0,3.0,3.0,3.2,1,1
4209,28,jblrepyr,2016-12-10,0,2,8,3.0,16,52.75,2017-12-03,358.0,12,2016,2,0.0,1,15,71.56666666666666,0.0,2.5,3.0,3.0,2,5
3643,78,ojidyfnn,2016-06-13,0,2,5,3.2,0,0.0,2017-12-03,538.0,6,2016,29,0.017543859649122806,0,0,-100.0,-100.0,4.0,3.2,3.2,2,5
431,33,yodaczsb,2016-11-21,1,4,77,3.9740259740259742,30,44.13333333333333,2017-12-03,377.0,11,2016,14,0.7808988764044944,2,28,56.30681818181818,17.806818181818183,4.0,4.0,3.9740259740259742,5,38
1389,144,ugldwwzf,2017-01-30,0,4,4,3.0,2,17.0,2017-12-03,307.0,1,2017,17,0.14912280701754385,0,2,126.4,0.0,4.0,3.0,3.0,1,4
2710,276,ujplihug,2016-10-22,0,2,4,2.75,0,0.0,2017-12-03,407.0,10,2016,5,0.1933701657458564,0,0,262.0,0.0,2.5,2.6666666666666665,2.75,2,3
2633,162,ujplihug,2017-03-20,0,2,83,2.8433734939759034,32,89.75,2017-12-03,258.0,3,2017,5,0.1933701657458564,2,30,245.21527777777774,15.451388888888891,2.5,3.0,2.75,2,5
1241,178,iqdwmigj,2017-06-02,0,3,8,2.5,2,359.0,2017-12-03,184.0,6,2017,19,0.03669724770642202,0,2,105.25,5.5,3.0,3.0,2.5,1,2
2910,11,ejeyobsm,2017-02-15,0,3,14,3.1428571428571432,2,82.0,2017-12-03,291.0,2,2017,20,0.0,2,0,64.86764705882354,38.691176470588225,3.0,3.25,3.1538461538461537,1,4
3000,115,ejeyobsm,2017-03-17,0,3,1,3.0,0,0.0,2017-12-03,261.0,3,2017,20,0.0,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
1262,204,iqdwmigj,2017-02-16,0,2,61,2.6065573770491803,0,0.0,2017-12-03,290.0,2,2017,19,0.03669724770642202,0,0,130.5263157894737,14.68421052631579,3.0,2.875,2.6226415094339623,3,8
800,108,ocsicwng,2017-08-03,0,3,30,2.566666666666667,10,469.4,2017-12-03,122.0,8,2017,18,0.027027027027027032,0,10,256.5,5.638888888888888,3.0,3.0,2.566666666666667,2,5
3599,26,ojidyfnn,2016-06-13,0,3,12,2.75,0,0.0,2017-12-03,538.0,6,2016,29,0.017543859649122806,0,0,121.0,8.64,3.5,2.8,2.75,2,10
673,245,yodaczsb,2017-03-01,1,3,16,3.25,0,0.0,2017-12-03,277.0,3,2017,14,0.7808988764044944,0,0,-100.0,-100.0,3.0,3.2857142857142856,3.25,1,14
1148,42,iqdwmigj,2017-02-22,0,2,8,2.25,10,93.6,2017-12-03,284.0,2,2017,19,0.03669724770642202,0,10,317.8333333333333,0.0,2.25,2.25,2.25,4,8
3364,388,siexkzzo,2017-01-26,0,3,2,3.0,0,0.0,2017-12-03,311.0,1,2017,15,0.02631578947368421,0,0,0.0,121.66666666666669,3.0,3.0,3.0,2,2
4267,100,jblrepyr,2017-03-16,0,3,22,3.0,0,0.0,2017-12-03,262.0,3,2017,2,0.0,0,0,107.0,0.0,3.0,3.0,3.0,1,2
245,295,bnivzbfi,2016-07-09,0,2,41,3.097560975609756,70,24.42857142857143,2017-12-03,512.0,7,2016,6,0.0661764705882353,10,60,102.16666666666669,31.027777777777782,2.6666666666666665,3.1818181818181817,3.097560975609756,3,33
4719,528,wsmblohy,2017-03-20,0,3,27,2.962962962962963,10,318.4,2017-12-03,258.0,3,2017,4,0.18055555555555555,1,9,78.57219251336899,70.80748663101605,3.0,2.833333333333333,2.962962962962963,2,6
777,80,ocsicwng,2017-04-03,0,-1,30,3.2,36,29.33333333333333,2017-12-03,244.0,4,2017,18,0.027027027027027032,9,27,-100.0,-100.0,3.0,3.0,3.083333333333333,1,3
3139,79,siexkzzo,2016-07-27,0,3,4,3.0,0,0.0,2017-12-03,494.0,7,2016,15,0.02631578947368421,0,0,-100.0,-100.0,3.0,3.0,3.0,4,4
4380,20,rcyiinms,2017-03-15,0,3,77,3.064935064935065,30,46.4,2017-12-03,263.0,3,2017,30,0.0,3,27,141.76923076923075,0.0,3.333333333333333,3.1,3.071428571428572,3,10
1642,89,phcvroct,2016-01-10,1,3,108,2.8703703703703702,0,0.0,2017-12-03,693.0,1,2016,1,0.4883227176220807,0,0,172.59420289855072,9.253623188405797,3.0,2.9183673469387754,2.871287128712871,7,49
3190,144,siexkzzo,2017-01-30,0,3,4,3.0,0,0.0,2017-12-03,307.0,1,2017,15,0.02631578947368421,0,0,113.0,66.125,3.0,3.0,3.0,2,3
322,443,bnivzbfi,2017-09-03,0,3,9,3.4444444444444446,6,60.66666666666666,2017-12-03,91.0,9,2017,6,0.0661764705882353,0,6,197.66666666666663,0.0,3.0,3.0,3.5,1,1
3216,174,siexkzzo,2016-11-30,0,3,6,2.833333333333333,0,0.0,2017-12-03,368.0,11,2016,15,0.02631578947368421,0,0,-100.0,-100.0,3.0,2.833333333333333,2.833333333333333,1,6
4413,12,fjslutlg,2017-03-15,0,4,2,3.5,4,136.0,2017-12-03,263.0,3,2017,36,0.0,0,4,-100.0,-100.0,3.5,3.5,3.5,2,2
3193,147,siexkzzo,2017-03-16,0,3,43,3.4418604651162785,16,23.125,2017-12-03,262.0,3,2017,15,0.02631578947368421,3,13,106.07142857142857,0.0,3.25,3.1428571428571432,3.25,4,7
3253,228,siexkzzo,2017-03-20,0,4,24,2.6666666666666665,0,0.0,2017-12-03,258.0,3,2017,15,0.02631578947368421,0,0,110.90476190476191,46.76190476190475,3.0,2.25,2.6875,1,4
1537,35,phcvroct,2016-04-22,1,4,39,3.2051282051282053,0,0.0,2017-12-03,590.0,4,2016,1,0.4883227176220807,0,0,-100.0,-100.0,3.5,3.75,3.347826086956522,2,8
3211,168,siexkzzo,2016-11-21,0,3,13,2.4615384615384617,14,122.0,2017-12-03,377.0,11,2016,15,0.02631578947368421,2,12,124.6376811594203,32.231884057971016,2.333333333333333,2.4615384615384617,2.4615384615384617,6,13
1018,235,ewpvmfbc,2016-11-23,0,4,10,3.3,14,71.57142857142857,2017-12-03,375.0,11,2016,3,0.06299212598425198,1,13,-100.0,-100.0,3.0,3.125,3.3,7,8
2473,282,rcwkfavv,2016-09-19,0,3,1,3.0,0,0.0,2017-12-03,440.0,9,2016,7,0.10465116279069768,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
3852,177,bhqczwkj,2016-11-23,1,4,12,3.083333333333333,0,0.0,2017-12-03,375.0,11,2016,10,0.03211009174311927,0,0,-100.0,-100.0,3.0,3.083333333333333,3.083333333333333,11,12
4191,266,jblrepyr,2016-07-12,0,3,17,3.1764705882352944,6,54.0,2017-12-03,509.0,7,2016,2,0.0,3,3,97.36986301369863,0.0,3.0,3.1333333333333333,3.1764705882352944,11,15
4147,182,ydqdpmvi,2017-03-20,0,3,159,2.981132075471698,26,198.15384615384616,2017-12-03,258.0,3,2017,16,0.07453416149068323,1,25,257.7761194029851,17.208955223880597,3.0,3.0,2.986111111111111,4,15
3647,3,jnvpfmup,2017-03-20,0,3,14,3.071428571428572,14,27.42857142857143,2017-12-03,258.0,3,2017,8,0.0,6,8,42.5,0.0,3.0,3.2,3.071428571428572,2,5
4770,702,wsmblohy,2017-03-17,0,3,6,3.1666666666666665,0,0.0,2017-12-03,261.0,3,2017,4,0.18055555555555555,0,0,-100.0,-100.0,3.0,3.333333333333333,3.1666666666666665,2,3
3070,51,lgqwnfsg,2017-07-03,0,3,5,3.6,6,133.0,2017-12-03,153.0,7,2017,28,0.11363636363636365,2,4,68.0,0.0,4.0,3.6666666666666665,3.6,2,3
4193,11,jblrepyr,2016-10-12,0,1,13,1.9230769230769231,10,71.2,2017-12-03,417.0,10,2016,2,0.0,1,9,100.3846153846154,181.38461538461542,1.9090909090909087,1.8333333333333333,1.9230769230769231,11,12
616,150,yodaczsb,2017-09-01,1,1,38,2.9473684210526314,0,0.0,2017-12-03,93.0,9,2017,14,0.7808988764044944,0,0,-100.0,-100.0,1.0,1.0,2.9,1,1
96,100,bnivzbfi,2017-03-20,0,4,187,4.0,60,64.43333333333334,2017-12-03,258.0,3,2017,6,0.0661764705882353,5,55,105.92068965517241,0.9655172413793104,4.0,4.0,4.0,4,15
4317,191,jblrepyr,2017-03-20,0,3,126,3.388888888888889,6,37.66666666666666,2017-12-03,258.0,3,2017,2,0.0,1,5,116.03030303030305,8.393939393939394,3.0,3.0909090909090913,3.2666666666666666,5,11
3542,159,vwcdylha,2016-10-21,0,3,33,3.0909090909090913,14,70.85714285714286,2017-12-03,408.0,10,2016,24,0.07017543859649122,6,8,-100.0,-100.0,3.0,3.125,3.0909090909090913,3,16
4817,832,wsmblohy,2017-10-03,0,4,3,3.6666666666666665,4,55.0,2017-12-03,61.0,10,2017,4,0.18055555555555555,0,4,223.83333333333331,0.0,3.5,3.6666666666666665,3.6666666666666665,2,3
2011,433,phcvroct,2017-01-02,1,1,28,2.607142857142857,2,2.0,2017-12-03,335.0,1,2017,1,0.4883227176220807,0,2,122.5,2.3125,2.5,2.0,2.294117647058824,2,3
3291,288,siexkzzo,2017-03-17,0,2,32,2.71875,26,165.0,2017-12-03,261.0,3,2017,15,0.02631578947368421,0,26,199.408,17.24,2.25,2.4444444444444446,2.71875,4,9
3554,174,vwcdylha,2016-07-22,0,4,23,4.0,0,0.0,2017-12-03,499.0,7,2016,24,0.07017543859649122,0,0,-100.0,-100.0,4.0,4.0,4.0,2,8
74,76,bnivzbfi,2016-01-12,0,4,75,3.44,30,9.8,2017-12-03,691.0,1,2016,6,0.0661764705882353,12,18,140.7948717948718,0.5128205128205128,3.4,3.4642857142857144,3.44,5,28
3025,1,lgqwnfsg,2017-03-20,0,4,157,3.847133757961784,84,63.547619047619044,2017-12-03,258.0,3,2017,28,0.11363636363636365,14,70,105.48780487804878,3.31219512195122,4.0,3.9375,3.911111111111111,5,16
1335,72,ugldwwzf,2016-12-10,0,4,1,4.0,0,0.0,2017-12-03,358.0,12,2016,17,0.14912280701754385,0,0,-100.0,-100.0,4.0,4.0,4.0,1,1
65,66,bnivzbfi,2017-02-14,0,4,36,3.2777777777777777,18,54.77777777777778,2017-12-03,292.0,2,2017,6,0.0661764705882353,6,12,113.36708860759492,19.620253164556967,3.5,3.1904761904761907,3.3428571428571434,2,21
2502,5,pkeebtfe,2017-01-02,0,4,11,3.636363636363636,22,61.0,2017-12-03,335.0,1,2017,32,0.0,5,17,35.625,21.5,4.0,4.0,4.0,1,1
653,199,yodaczsb,2016-12-13,1,3,10,3.1,0,0.0,2017-12-03,355.0,12,2016,14,0.7808988764044944,0,0,-100.0,-100.0,3.2,3.25,3.1,5,8
962,155,ewpvmfbc,2016-08-11,0,2,57,2.0,16,136.75,2017-12-03,479.0,8,2016,3,0.06299212598425198,5,11,113.03846153846152,16.192307692307693,2.6666666666666665,1.9729729729729732,2.0,6,37
2642,175,ujplihug,2016-04-10,0,4,8,3.75,4,67.0,2017-12-03,602.0,4,2016,5,0.1933701657458564,1,3,432.33333333333326,32.916666666666664,3.6,3.6666666666666665,3.75,5,6
1407,167,ugldwwzf,2017-03-16,0,3,16,2.875,4,66.0,2017-12-03,262.0,3,2017,17,0.14912280701754385,0,4,-100.0,-100.0,3.0,3.0,2.875,2,5
4352,17,bucyzegb,2016-10-17,0,4,7,3.7142857142857135,6,61.33333333333334,2017-12-03,412.0,10,2016,34,0.0,0,6,118.8,0.0,4.0,3.75,3.7142857142857135,3,4
2957,62,ejeyobsm,2016-06-25,0,3,7,3.8571428571428568,4,46.5,2017-12-03,526.0,6,2016,20,0.0,0,4,37.0,0.0,3.8571428571428568,3.8571428571428568,3.8571428571428568,7,7
3860,187,bhqczwkj,2017-03-15,0,2,24,3.458333333333333,24,30.0,2017-12-03,263.0,3,2017,10,0.03211009174311927,8,16,45.5,0.0,2.0,2.833333333333333,3.4,1,6
1085,107,rujnkvse,2017-03-17,0,4,58,3.9137931034482767,4,136.0,2017-12-03,261.0,3,2017,25,0.0,0,4,103.46428571428572,5.446428571428571,4.0,4.0,4.0,4,12
1200,132,iqdwmigj,2016-12-16,0,4,3,4.0,2,2.0,2017-12-03,352.0,12,2016,19,0.03669724770642202,0,2,-100.0,-100.0,4.0,4.0,4.0,3,3
3387,20,fqsozvpv,2017-03-13,0,3,1,3.0,2,216.0,2017-12-03,265.0,3,2017,22,0.0,0,2,117.53333333333332,0.0,3.0,3.0,3.0,1,1
766,63,ocsicwng,2017-03-15,0,3,60,2.95,6,76.33333333333333,2017-12-03,263.0,3,2017,18,0.027027027027027032,1,5,139.1,36.5,3.0,3.0,3.0,1,6
4345,244,jblrepyr,2017-03-19,0,1,50,2.06,18,71.8888888888889,2017-12-03,259.0,3,2017,2,0.0,1,17,87.19,5.94,1.0,1.0,1.2307692307692308,2,2
1910,250,phcvroct,2015-11-27,1,3,2,3.5,0,0.0,2017-12-03,737.0,11,2015,1,0.4883227176220807,0,0,-100.0,-100.0,3.0,3.0,3.5,1,1
2380,152,rcwkfavv,2016-09-30,0,3,12,3.083333333333333,0,0.0,2017-12-03,429.0,9,2016,7,0.10465116279069768,0,0,255.91666666666663,0.0,3.083333333333333,3.083333333333333,3.083333333333333,12,12
3129,66,siexkzzo,2017-01-20,0,3,23,2.8260869565217392,18,98.88888888888887,2017-12-03,317.0,1,2017,15,0.02631578947368421,0,18,181.3483146067416,12.52808988764045,3.0,3.0,2.7058823529411766,2,4
831,157,ocsicwng,2016-11-28,0,3,1,3.0,0,0.0,2017-12-03,370.0,11,2016,18,0.027027027027027032,0,0,-100.0,-100.0,3.0,3.0,3.0,1,1
4403,45,rcyiinms,2017-03-15,0,4,48,3.875,88,80.81818181818181,2017-12-03,263.0,3,2017,30,0.0,24,64,117.60849056603772,1.6587677725118484,4.0,3.875,3.9047619047619047,5,8
593,118,yodaczsb,2017-01-20,1,1,30,1.5,0,0.0,2017-12-03,317.0,1,2017,14,0.7808988764044944,0,0,-100.0,-100.0,2.0,2.0,1.0909090909090908,1,1
3553,173,vwcdylha,2016-12-09,0,3,12,3.25,0,0.0,2017-12-03,359.0,12,2016,24,0.07017543859649122,0,0,160.0,0.0,3.0,3.333333333333333,3.25,2,3
4516,82,wsmblohy,2017-03-20,0,1,17,1.2941176470588236,6,91.0,2017-12-03,258.0,3,2017,4,0.18055555555555555,0,6,109.4140625,21.515625,1.5,1.2,1.2941176470588236,2,5
240,290,bnivzbfi,2017-03-18,0,3,163,1.9202453987730064,34,98.35294117647058,2017-12-03,260.0,3,2017,6,0.0661764705882353,3,31,100.0909090909091,26.10123966942149,3.0,2.25,2.5,1,4
2542,23,ujplihug,2017-03-20,0,1,325,2.2646153846153845,42,127.14285714285714,2017-12-03,258.0,3,2017,5,0.1933701657458564,1,41,138.21902017291066,57.901828681424455,1.8333333333333333,1.7777777777777777,1.7924528301886793,6,18
3768,62,bhqczwkj,2017-03-16,0,1,5,2.2,2,19.0,2017-12-03,262.0,3,2017,10,0.03211009174311927,0,2,0.0,162.0,3.0,3.0,2.5,1,2
780,84,ocsicwng,2017-03-20,0,2,131,2.885496183206107,34,63.58823529411765,2017-12-03,258.0,3,2017,18,0.027027027027027032,3,31,151.59677419354838,61.548387096774185,3.0,3.0,2.8505747126436782,5,16
3083,9,siexkzzo,2017-03-20,0,1,147,1.8231292517006803,26,105.07692307692308,2017-12-03,258.0,3,2017,15,0.02631578947368421,5,21,120.9245960502693,54.616906474820134,1.0,1.0,1.0612244897959184,3,8
257,311,bnivzbfi,2016-12-13,0,2,12,2.5,2,38.0,2017-12-03,355.0,12,2016,6,0.0661764705882353,0,2,89.2,0.0,2.5,2.5454545454545454,2.5,6,11
1594,64,phcvroct,2017-03-20,1,4,160,3.85625,10,32.8,2017-12-03,258.0,3,2017,1,0.4883227176220807,2,8,281.88461538461536,13.769230769230768,4.0,4.0,3.9875,6,16
507,73,yodaczsb,2016-10-31,1,3,7,3.1428571428571432,0,0.0,2017-12-03,398.0,10,2016,14,0.7808988764044944,0,0,-100.0,-100.0,3.1428571428571432,3.1428571428571432,3.1428571428571432,7,7
217,257,bnivzbfi,2017-03-17,0,4,127,4.0,48,84.91666666666667,2017-12-03,261.0,3,2017,6,0.0661764705882353,1,47,93.50232558139535,36.26976744186047,4.0,4.0,4.0,5,13
3610,40,ojidyfnn,2016-10-06,0,4,11,3.9090909090909087,14,112.85714285714286,2017-12-03,423.0,10,2016,29,0.017543859649122806,0,14,116.45161290322581,27.161290322580644,4.0,3.875,3.9090909090909087,1,8
